path,layer,area,lines,classes,top_level_functions,flags,cut_decision
sentinel-control/services/sentinel-core/sentinel/operator/real_browser_control_runtime.py,operator_power_runtime,browser,1091,RealBrowserControlRuntimeError;RealBrowserEngineElement;RealBrowserEngineSnapshot;RealBrowserEngine;InMemoryRealBrowserEngine;RealBrowserControlRuntime;PlaywrightRealBrowserEngine,build_playwright_real_browser_engine_from_env;_snapshot_element;_param_ref;_reject_sensitive_text;_authority_available_actions;_nth_selector,playwright;receipt;finalgate;authority,MERGE
sentinel-control/services/sentinel-core/sentinel/operator/workspace_patch_models.py,operator_power_runtime,workspace_patch,308,WorkspacePatchProposal;WorkspacePatchEvidence;WorkspacePatchReceipt;WorkspacePatchCheckResult;WorkspacePatchVerificationReceipt;WorkspacePatchFinalCertificate,_safe_workspace_path,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/workspace_patch_replay.py,operator_power_runtime,workspace_patch,77,WorkspacePatchReplayView,_artifact_counts;_artifact_hashes;_workspace_fingerprint,receipt;finalgate;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/operator/workspace_patch_runtime.py,operator_power_runtime,workspace_patch,395,WorkspacePatchRuntimeError;WorkspacePatchCheckRunner;WorkspacePatchRuntime;_DefaultWorkspacePatchCheckRunner,_reject_patch_content;_normalize_patch_newlines;_sha256_bytes;_sha256_text,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/__init__.py,organs_core,browser,483,,,receipt;finalgate;authority;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/authority.py,organs_core,other,154,OrganAuthorityEnvelope;OrganAuthorityEvaluator,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/__init__.py,organs_browser,browser,95,,,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/accessibility_snapshot.py,organs_browser,browser,216,BrowserAccessibilitySnapshotBuilder;_RoleCandidate;_OpenElement;_RoleHtmlParser,_role_for;_name_hint;_collapse,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/advanced_pool.py,organs_browser,browser,252,BrowserPublicPoolInstanceStatus;BrowserAdvancedPoolLeaseStatus;BrowserPublicPoolInstance;BrowserAdvancedPoolLease;BrowserAdvancedPoolResult;BrowserPublicPoolManager,,playwright,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/cdp_ax.py,organs_browser,browser,178,BrowserCdpAxNode;BrowserCdpAxTree;BrowserCdpAxCaptureResult;BrowserCdpAccessibilityAdapter,hash_cdp_ax_tree_payload;verify_cdp_ax_tree_hash;_normalize_ax_node;_ax_value;_ax_optional,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/cloak_backend.py,organs_browser,browser,307,BrowserSessionEngineError;BrowserEngineSession;BrowserSessionBackend;CloakBrowserSessionBackend;PlaywrightSessionBackend;_PlaywrightOwner,_install_fixture_route;_install_context_fixture_route;_install_metadata_listeners;_route_request;_goto_document;_same_origin;_stable_text_hash,cloak;playwright;fallback,WIRE
sentinel-control/services/sentinel-core/sentinel/organs/browser/compliance_gate.py,organs_browser,browser,37,BrowserComplianceDecision;BrowserComplianceGate,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/contract.py,organs_browser,browser,96,,build_browser_organ_contract,cloak;receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/controlled_runner.py,organs_browser,browser,872,BrowserControlledCapabilityRunner,_authority_bool_error;parse_browser_authority_bool_arg;parse_browser_evidence_bool_arg,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/detection_bench.py,organs_browser,browser,34,BrowserDetectionBenchCase;BrowserDetectionBenchReport;BrowserDetectionBench,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/dom_snapshot.py,organs_browser,browser,183,BrowserDomSnapshotNode;BrowserDomSnapshot;BrowserDomSnapshotCaptureResult;BrowserDomSnapshotAdapter,hash_dom_snapshot_payload;verify_dom_snapshot_hash;_normalize_dom_node;_role_for_tag;_optional,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/download_quarantine.py,organs_browser,browser,456,BrowserDownloadQuarantineRequest;BrowserDownloadBackendResult;BrowserDownloadQuarantineReceipt;BrowserDownloadQuarantineResult;BrowserDownloadQuarantineExecutor,_validate_download_request;_mime_type_allowed;_normalized_quarantine_subdir;_filename_from_url;_safe_filename;_same_origin;_normalize_origin,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/evidence_adapter.py,organs_browser,browser,556,BrowserFetchError;BrowserEvidenceAdapter,_summary;_detect_prompt_injection;_source_confidence;_callable_accepts_decision;_header_value;_mime_type_allowed;_connection_proof_error,receipt;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/extraction.py,organs_browser,browser,252,BrowserExtractionStrategy;ReadablePageExtraction;ReadablePageExtractor;_ReadableHtmlParser,_build_extraction;_json_values;_strip_tags;_collapse_text;_word_count,fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/final_gate.py,organs_browser,browser,1964,BrowserOrganChecksModule,_enum_value;_list_len;_accepted_compiled_event_ids;_artifact_events_by_id;_check_basic_v3_event;_check_artifact_pair;_check_no_credential_payload;_browser_lifecycle_check_url_policy;_browser_v25_boundary_errors;_check_browser_capability_receipts;_check_browser_interaction_dry_run_contract;_check_browser_interaction_execution_contract,receipt;finalgate;authority,MERGE
sentinel-control/services/sentinel-core/sentinel/organs/browser/fingerprint_risk.py,organs_browser,browser,27,BrowserFingerprintRiskProfile,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/form_submit.py,organs_browser,browser,458,BrowserFormSubmitRequest;BrowserFormSubmitBackendResult;BrowserFormSubmitReceipt;BrowserFormSubmitResult;BrowserFormSubmitExecutor,_validate_form_submit_request;_same_origin;_normalize_origin;_safe_url_hash;_collapse,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/interaction_dry_run.py,organs_browser,browser,264,BrowserInteractionDryRunPlanner,_jsonable;hash_browser_interaction_plan_payload;verify_browser_interaction_plan_hash;_impact_for_intent;_compact_error;_contains_forbidden_intent_token,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/interaction_execution.py,organs_browser,browser,421,BrowserLimitedInteractionExecutor,_validate_execution_request;_contains_forbidden_execution_token;_same_origin;_normalize_origin;_collapse,receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/live_fetch.py,organs_browser,browser,248,ReadOnlyHttpFetcher;_PinnedHttpsConnection,_charset_from_content_type,receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/misuse_classifier.py,organs_browser,browser,55,BrowserMisuseDecision;BrowserMisuseClassifier,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/models.py,organs_browser,browser,718,PublicUrlDecisionStatus;PublicUrlPolicy;PublicUrlDecision;BrowserEvidenceFetchRequest;BrowserConnectionProof;BrowserEvidenceFetchReceipt;BrowserEvidenceAdapterStatus;BrowserFetchedPage;BrowserEvidenceAdapterResult;BrowserSnapshotStatus;BrowserRenderedSnapshotRequest;BrowserRoleRef,,playwright;receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/multitab_operator.py,organs_browser,browser,157,BrowserPublicTabPlan;BrowserMultitabStrategyResult;BrowserPublicMultitabOperator,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/navigation_l6.py,organs_browser,browser,971,BrowserRiskRoute;BrowserRiskDecision;BrowserNavigationAuthority;BrowserNavigationBudget;BrowserNavigationTimeoutPolicy;BrowserNavigationKillSwitch;BrowserSchemeClassifier;BrowserRiskRouter;BrowserQuarantineSandboxPolicy;BrowserSandboxNetworkPolicy;BrowserSandboxArtifactStore;BrowserSandboxEscapeGuard,_stable_hash;_hash_text;_normalize_host;_normalize_url;_host_is_local_or_private;_domain_matches;_domain_is_allowlisted,cloak;receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/observability.py,organs_browser,browser,98,,build_browser_network_ledger;minimal_browser_network_ledger;_jsonable;hash_browser_network_ledger_payload;verify_browser_network_ledger_hash,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/operator_runtime.py,organs_browser,browser,626,BrowserOperatorRuntimeStatus;BrowserOperatorRouteResult;BrowserOperatorRouteProtocol;BrowserOperatorRuntimeRoute,_call_with_arguments;_hash_payload,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/pdf.py,organs_browser,browser,27,,pdf_metadata;_page_count_estimate,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/playwright_interaction_backend.py,organs_browser,browser,190,PlaywrightLimitedInteractionBackend;_RenderedHtmlParser,_same_origin,playwright,HIDE
sentinel-control/services/sentinel-core/sentinel/organs/browser/playwright_renderer.py,organs_browser,browser,276,PlaywrightReadOnlyRenderer;_RenderedHtmlParser,_response_content_type;_console_location,playwright;authority,HIDE
sentinel-control/services/sentinel-core/sentinel/organs/browser/power_governor.py,organs_browser,browser,173,BrowserPowerLevel;BrowserPowerRequest;BrowserPowerDecision;BrowserPowerGovernor,,finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/public_lifecycle.py,organs_browser,browser,556,BrowserPublicLifecycleController,,receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/receipt_wrapper.py,organs_browser,browser,208,,_legacy_receipt_uri;_legacy_receipt_summary;wrap_browser_execution_receipt,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/receipts.py,organs_browser,browser,82,BrowserActionPlanReceipt,_hash,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/reliability_profile.py,organs_browser,browser,22,BrowserReliabilityProfile,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/rendered_snapshot.py,organs_browser,browser,639,BrowserRenderError;BrowserRenderedSnapshotAdapter,_collapse;_detect_prompt_injection;_extract_citations;_safe_ref_filename,receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/screenshot.py,organs_browser,browser,118,BrowserScreenshotNormalizationError,screenshot_metadata;normalize_browser_screenshot;_needs_normalization;_blocking_warnings;_content_type;_image_dimensions;_jpeg_dimensions,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/session_policy.py,organs_browser,browser,23,BrowserSessionContinuityPolicy,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/supervisor.py,organs_browser,browser,550,BrowserOperationError;BrowserReliabilitySupervisor,_boundary_errors;_coerce_health_probe;_operation_failure_reason,playwright;receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/ui_observation.py,organs_browser,browser,302,BrowserUIObservationSource;BrowserUIObservationStatus;BrowserBoundingBox;BrowserUIObservation;BrowserUIObservationSet;BrowserUIObservationBuilder,hash_ui_observation_payload;verify_ui_observation_hash;_optional_str;_optional_bool,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/upload_authorized.py,organs_browser,browser,504,BrowserUploadAuthorizedRequest;BrowserUploadBackendResult;BrowserUploadAuthorizedReceipt;BrowserUploadAuthorizedResult;BrowserUploadAuthorizedExecutor,_validate_upload_request;_mime_type_allowed;_same_origin;_normalize_origin;_safe_url_hash;_collapse,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/url_guard.py,organs_browser,other,300,PublicUrlGuard,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/v3_advanced_authorities.py,organs_browser,browser,927,BrowserPrivateSessionRequest;BrowserPrivateSessionBackendResult;BrowserPrivateSessionReceipt;BrowserPrivateSessionResult;BrowserLoginAuthorityRequest;BrowserLoginBackendResult;BrowserLoginAuthorityReceipt;BrowserLoginAuthorityResult;BrowserCookieStorageContractRequest;BrowserCookieStorageBackendResult;BrowserCookieStorageContractReceipt;BrowserCookieStorageContractResult,_validate_common;_validate_plan_ref;_advanced_rejected;_append_advanced_event;_capture_receipt_artifact;_validate_private_session_backend_reality;_validate_login_backend_reality;_validate_cookie_storage_backend_reality;_validate_har_backend_reality;_domain_in_grant;_same_origin;_normalize_origin,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/v3_authority.py,organs_browser,browser,102,BrowserV3AuthorityClass;BrowserV3AuthorityGrant;BrowserV3RequestModel;BrowserV3Receipt,parse_browser_v3_authority_grants;find_browser_v3_authority_grant;browser_v3_grant_allows_url,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/verifier.py,organs_browser,browser,169,BrowserVerificationVerdict;BrowserVerificationResult;BrowserPostActionVerifier;BrowserLoopDetectionResult;BrowserLoopDetector,,receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/browser/visual_observation.py,organs_browser,browser,162,BrowserVisualObservationKind;BrowserScreenshotRegion;BrowserVisualObservation;BrowserVisualObservationBuilder,hash_visual_observation_payload;verify_visual_observation_hash,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/capability_frontier.py,organs_core,browser,612,MaxSupportedAction;CurrentLimit;FailureMode;MissingRuntimeSurface;PromotionCandidate;RequiredNextAdapter;RequiredLLMIntegration;RiskLaneFit;OrganCapabilityFrontier;CapabilityFrontierReport;FrontierLimitReport;FrontierStressResult,_frontier;_captured_or_rejected;_captured_operational_failure;_trading_authority;_dummy_envelope,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/capital/__init__.py,organs_core,other,26,,,receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/capital/sandbox.py,organs_core,code_shell,367,CapitalSignal;SignalLedger;CapitalOpportunity;OpportunityPortfolio;AdaptiveOperatingEnvelope;BudgetReallocator;SpendDecisionTrace;DynamicSpendPolicy;CapitalRiskReview;CapitalSandboxReceipt,_hash;_contains_profit_guarantee,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/channels/__init__.py,organs_channels,other,24,,,receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/channels/compliance.py,organs_channels,other,40,ChannelComplianceDecision;ChannelComplianceClassifier,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/channels/contract.py,organs_channels,other,68,,build_channel_organ_contract,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/channels/draft.py,organs_channels,other,36,ChannelMessageDraft,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/channels/inbound.py,organs_channels,other,27,InboundChannelMessage,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/channels/outbound.py,organs_channels,other,20,RecipientProvenance,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/channels/rate_limit.py,organs_channels,other,29,ChannelRateLimitDecision;ChannelRateLimitPolicy,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/channels/receipts.py,organs_channels,organ_infra,154,ChannelDraftReceipt;ChannelSendGateReceipt,_hash,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/channels/send_gate.py,organs_channels,other,55,ChannelSendGateDecision;ChannelSendGate,,finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/contracts.py,organs_core,other,213,OrganType;OrganPromotionLevel;VendorHarvestReference;OrganCapability;ExternalOrganContract,_stable_id,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/credentials/__init__.py,organs_credentials,other,54,,,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/credentials/credential_ref.py,organs_credentials,credential,62,CredentialRef,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/credentials/foundation.py,organs_credentials,browser,708,MissionAuthorityGrantScope;MissionAuthorityGrantStatus;CredentialGrantScope;CredentialGrantStatus;CredentialAccessDecision;AuthorityCredentialSafetyValidationResult;MissionAuthorityGrant;CredentialGrant;CredentialAccessRequest;CredentialAccessProof;CredentialRevocation;CredentialAuditReceipt,utc_now;evaluate_credential_access;validate_authority_credential_payload;validate_credential_proof_for_finalgate;_audit_receipt;_scope_matches;_assert_no_authority_or_execution;_contains_grant_creation;_sanitize_for_hash;_stable_hash,receipt;finalgate;authority;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/credentials/receipts.py,organs_credentials,organ_infra,84,CredentialPolicyReceipt,_hash,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/credentials/redaction.py,organs_credentials,other,29,CredentialTraceRedactor,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/credentials/revocation.py,organs_credentials,other,8,,revoke_credential_grant,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/credentials/scoped_grant.py,organs_credentials,other,37,ScopedCredentialGrant,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/credentials/vault_policy.py,organs_credentials,other,78,CredentialAccessSource;CredentialPolicyDecision;CredentialVaultPolicy,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/__init__.py,organs_desktop,other,91,,,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/action_lifecycle.py,organs_desktop,other,58,SidecarRPCDryRun,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/action_preview.py,organs_desktop,other,89,DesktopActionPreview;DesktopHighPowerSurface,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/clipboard_sanitizer.py,organs_desktop,other,9,ClipboardSanitizer,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/contract.py,organs_desktop,other,90,,build_desktop_sidecar_organ_contract,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/enrollment.py,organs_desktop,other,46,SidecarEnrollmentGrant,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/fake_sidecar.py,organs_desktop,other,128,FakeSidecarDryRunResult;FakeSidecarProvider,,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/finalgate_adapter.py,organs_desktop,other,19,DesktopFinalGateAdapter,,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/harvest.py,organs_desktop,other,664,DesktopVendorPattern;DesktopPermissionSurface;DesktopActionLifecycle;DesktopFailureMode;DesktopCapabilityMap;DesktopSidecarBlueprint;DesktopHarvestIntegrator,_stable_id;_default_vendor_patterns;_default_permission_surfaces;_default_action_lifecycles;_default_failure_modes,receipt;finalgate;authority;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/kill_switch.py,organs_desktop,other,22,SidecarKillSwitch,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/misuse_classifier.py,organs_desktop,other,34,DesktopMisuseDecision;DesktopMisuseClassifier,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/receipts.py,organs_desktop,organ_infra,75,DesktopActionReceipt,_hash_payload,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/screen_sanitizer.py,organs_desktop,other,45,SanitizedDesktopContext;ScreenContextSanitizer,redact_secret_like_text,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/sidecar_manifest.py,organs_desktop,other,53,PermissionedSidecarManifest,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/desktop/workspace_l6.py,organs_desktop,workspace_patch,641,DesktopWorkspaceAuthority;WorkspaceOperationBudget;WorkspaceTimeoutPolicy;WorkspaceMutationScope;PathContainmentProofRef;WorkspaceRollbackRef;DesktopWorkspaceKillSwitch;WorkspaceCostTrace;DesktopWorkspaceL6Receipt;DesktopWorkspaceL6Result;WorkspaceFailureReceipt;WorkspaceOperationAdapter,_hash_payload;_hash_text;_is_within_root;_path_containment_proof_hash,receipt;finalgate;authority;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/dry_run.py,organs_core,other,121,OrganDryRunReceipt,_hash_payload;_hash_action_payload,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/exceptions.py,organs_core,other,7,ReceiptIntegrityError,,receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/external_api/__init__.py,organs_external_api,other,21,,,receipt,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/external_api/allowlist.py,organs_external_api,other,35,APIAllowlistDecision;ExternalAPIAllowlist,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/external_api/contract.py,organs_external_api,other,68,,build_external_api_organ_contract,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/external_api/cost_estimator.py,organs_external_api,other,35,APICostEstimate;APICostEstimator,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/external_api/dry_run.py,organs_external_api,other,59,ExternalAPIDryRunPlanner,,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/external_api/privacy_risk.py,organs_external_api,other,54,APIPrivacyRiskProfile;APIPrivacyRiskClassifier,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/external_api/receipts.py,organs_external_api,organ_infra,69,ExternalAPIRequestReceipt,_hash,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/external_api/request_plan.py,organs_external_api,other,74,APIRequestPlan,,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/implementation_alignment.py,organs_core,browser,449,AgentLabImplementationAlignmentEntry;AgentLabImplementationAlignmentMatrix;AgentLabImplementationAlignmentBuilder,_stable_id;_default_entries,cloak;receipt;finalgate;authority;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/kill_switch.py,organs_core,other,36,OrganKillSwitch,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/lanes.py,organs_core,other,16,AutonomyRiskLane,lane_allows_auto_execute,,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/promotion_gate.py,organs_core,other,113,OrganPromotionDecision;OrganPromotionGate,,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/real_world_gauntlet.py,organs_core,browser,548,EnvCredentialGrant;RealityCredentialGrantStore;OrganRealWorldGauntletResult;RealWorldGauntletReport;ExistingOrganRealWorldGauntlet;ExistingOrganRealWorldGauntletRunner,_adaptive_envelope_from_ledger;_trading_authority;_captured_rejection,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/reality_activation.py,organs_core,browser,426,RealityActivationReceipt;_TextAndLinksParser;BrowserRealityReadResult;RealityBrowserReader;ExternalAPIRealityClient;StoredChannelDraft;LocalChannelDraftStore;ResolvedCredential;EnvCredentialRefResolver;DesktopWorkspaceOperator;CapitalRealityAssessment;CapitalRealityIntegrator,_hash;_is_within_root,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/receipts.py,organs_core,organ_infra,236,OrganExecutionReceipt,_hash_payload;_persist_receipt_to_cold,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/registry.py,organs_core,organ_infra,41,ExternalOrganRegistry,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/replay.py,organs_core,organ_infra,62,OrganReplayRecord,,receipt;authority;replay,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/risk.py,organs_core,other,115,OrganRiskLevel;OrganRiskProfile;OrganRiskProfiler,,authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/runtime_promotion.py,organs_core,browser,251,RuntimePromotionCandidate;RuntimePromotionPlan;ExistingOrgansRuntimePromotionPlanner,_candidate,receipt;finalgate;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/spend/__init__.py,organs_core,other,22,,,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/spend/runtime.py,organs_core,organ_infra,235,SpendAuthorityEnvelope;SpendRequest;RefundCancelPath;SubscriptionGuard;SpendKillSwitch;SpendReceipt;SpendProviderAdapter;FakeSpendProvider,_hash,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/trading/__init__.py,organs_core,other,48,,,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/trading/special_authority.py,organs_core,other,317,TradingAuthorityProposal;TradingSpecialAuthority;BrokerContract;AssetPolicyDecision;AssetPolicy;PositionSizingPolicy;MaxLossPolicy;StopLossPolicy;TradingReceipt;TradeJournal;PaperTradeProvider,_hash;_contains_profit_guarantee,receipt;authority,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/trading/tradingagents_harvest.py,organs_core,financial,366,TradingDecisionRating;TradingRolePurpose;TradingAgentsRoleAssignment;TradingAgentsFirmPlan;TradingAgentsSignalParser;TradingAgentsDataVendorRoute;TradingOutcomeMemoryEntry;TradingAgentsVendorPattern;TradingAgentsHarvestIntegrator,,authority;fallback,KEEP
sentinel-control/services/sentinel-core/sentinel/organs/vendor_harvest.py,organs_core,browser,370,HarvestSourceKind;HarvestPowerFamily;HarvestCandidateStatus;AgentLabHarvestSource;OrganHarvestCandidate;AgentLabOrganHarvestMatrix;AgentLabOrganHarvestClassifier,_stable_id;_default_sources,cloak;receipt;finalgate;authority,KEEP
