path,module,lines,classes,functions
sentinel-control/services/sentinel-core/sentinel/mission/registry.py,sentinel.mission.registry,55,2,6
sentinel-control/services/sentinel-core/sentinel/mission/reviewer.py,sentinel.mission.reviewer,104,1,3
sentinel-control/services/sentinel-core/sentinel/mission/risk.py,sentinel.mission.risk,348,3,9
sentinel-control/services/sentinel-core/sentinel/mission/runner.py,sentinel.mission.runner,383,2,7
sentinel-control/services/sentinel-core/sentinel/mission/safe_executors.py,sentinel.mission.safe_executors,234,1,14
sentinel-control/services/sentinel-core/sentinel/mission/scope_checker.py,sentinel.mission.scope_checker,93,1,6
sentinel-control/services/sentinel-core/sentinel/mission/success.py,sentinel.mission.success,76,1,2
sentinel-control/services/sentinel-core/sentinel/mission/trace_timeline.py,sentinel.mission.trace_timeline,174,3,13
sentinel-control/services/sentinel-core/sentinel/missions/__init__.py,sentinel.missions.__init__,2,0,0
sentinel-control/services/sentinel-core/sentinel/missions/gtm/__init__.py,sentinel.missions.gtm.__init__,26,0,1
sentinel-control/services/sentinel-core/sentinel/missions/gtm/artifacts.py,sentinel.missions.gtm.artifacts,52,0,1
sentinel-control/services/sentinel-core/sentinel/missions/gtm/planner.py,sentinel.missions.gtm.planner,150,1,1
sentinel-control/services/sentinel-core/sentinel/missions/gtm/reviewer.py,sentinel.missions.gtm.reviewer,10,1,1
sentinel-control/services/sentinel-core/sentinel/missions/gtm/success.py,sentinel.missions.gtm.success,10,1,1
sentinel-control/services/sentinel-core/sentinel/missions/research_summary/__init__.py,sentinel.missions.research_summary.__init__,31,0,1
sentinel-control/services/sentinel-core/sentinel/missions/research_summary/artifacts.py,sentinel.missions.research_summary.artifacts,20,0,1
sentinel-control/services/sentinel-core/sentinel/missions/research_summary/planner.py,sentinel.missions.research_summary.planner,77,1,1
sentinel-control/services/sentinel-core/sentinel/missions/research_summary/reviewer.py,sentinel.missions.research_summary.reviewer,10,1,1
sentinel-control/services/sentinel-core/sentinel/missions/research_summary/success.py,sentinel.missions.research_summary.success,10,1,1
sentinel-control/services/sentinel-core/sentinel/operator/__init__.py,sentinel.operator.__init__,823,0,0
sentinel-control/services/sentinel-core/sentinel/operator/account_authority.py,sentinel.operator.account_authority,634,3,28
sentinel-control/services/sentinel-core/sentinel/operator/account_authority_models.py,sentinel.operator.account_authority_models,931,59,42
sentinel-control/services/sentinel-core/sentinel/operator/account_authority_replay.py,sentinel.operator.account_authority_replay,87,1,4
sentinel-control/services/sentinel-core/sentinel/operator/action_kernel.py,sentinel.operator.action_kernel,227,4,9
sentinel-control/services/sentinel-core/sentinel/operator/action_power_contract.py,sentinel.operator.action_power_contract,325,6,18
sentinel-control/services/sentinel-core/sentinel/operator/agent_bridge.py,sentinel.operator.agent_bridge,339,3,8
sentinel-control/services/sentinel-core/sentinel/operator/agent_event_bridge.py,sentinel.operator.agent_event_bridge,134,3,9
sentinel-control/services/sentinel-core/sentinel/operator/authority_issuer.py,sentinel.operator.authority_issuer,642,6,41
sentinel-control/services/sentinel-core/sentinel/operator/browser_action_candidates.py,sentinel.operator.browser_action_candidates,167,2,10
sentinel-control/services/sentinel-core/sentinel/operator/browser_control_models.py,sentinel.operator.browser_control_models,256,5,15
sentinel-control/services/sentinel-core/sentinel/operator/browser_control_replay.py,sentinel.operator.browser_control_replay,80,1,4
sentinel-control/services/sentinel-core/sentinel/operator/browser_control_runtime.py,sentinel.operator.browser_control_runtime,426,4,19
sentinel-control/services/sentinel-core/sentinel/operator/browser_decision_frame.py,sentinel.operator.browser_decision_frame,153,2,6
sentinel-control/services/sentinel-core/sentinel/operator/browser_world_model.py,sentinel.operator.browser_world_model,359,8,19
sentinel-control/services/sentinel-core/sentinel/operator/browser_world_model_replay.py,sentinel.operator.browser_world_model_replay,52,1,3
sentinel-control/services/sentinel-core/sentinel/operator/channel_adapter.py,sentinel.operator.channel_adapter,814,5,37
sentinel-control/services/sentinel-core/sentinel/operator/channel_adapter_models.py,sentinel.operator.channel_adapter_models,533,27,33
sentinel-control/services/sentinel-core/sentinel/operator/channel_adapter_replay.py,sentinel.operator.channel_adapter_replay,69,1,4
sentinel-control/services/sentinel-core/sentinel/operator/cockpit.py,sentinel.operator.cockpit,470,1,16
sentinel-control/services/sentinel-core/sentinel/operator/code_execution_sandbox_models.py,sentinel.operator.code_execution_sandbox_models,273,5,11
sentinel-control/services/sentinel-core/sentinel/operator/code_execution_sandbox_replay.py,sentinel.operator.code_execution_sandbox_replay,94,1,5
sentinel-control/services/sentinel-core/sentinel/operator/code_execution_sandbox_runtime.py,sentinel.operator.code_execution_sandbox_runtime,452,5,21
sentinel-control/services/sentinel-core/sentinel/operator/connection_identity_models.py,sentinel.operator.connection_identity_models,361,12,13
sentinel-control/services/sentinel-core/sentinel/operator/connection_identity_registry.py,sentinel.operator.connection_identity_registry,258,1,10
sentinel-control/services/sentinel-core/sentinel/operator/connection_inbound_models.py,sentinel.operator.connection_inbound_models,344,14,14
sentinel-control/services/sentinel-core/sentinel/operator/connection_inbound_registry.py,sentinel.operator.connection_inbound_registry,232,1,7
sentinel-control/services/sentinel-core/sentinel/operator/connection_live_channel_action_models.py,sentinel.operator.connection_live_channel_action_models,177,3,8
sentinel-control/services/sentinel-core/sentinel/operator/connection_live_channel_action_runtime.py,sentinel.operator.connection_live_channel_action_runtime,159,1,5
sentinel-control/services/sentinel-core/sentinel/operator/connection_manifest_models.py,sentinel.operator.connection_manifest_models,297,8,8
sentinel-control/services/sentinel-core/sentinel/operator/connection_manifest_registry.py,sentinel.operator.connection_manifest_registry,634,1,15
sentinel-control/services/sentinel-core/sentinel/operator/conversation.py,sentinel.operator.conversation,130,1,5
sentinel-control/services/sentinel-core/sentinel/operator/credential_vault.py,sentinel.operator.credential_vault,779,3,41
sentinel-control/services/sentinel-core/sentinel/operator/credential_vault_models.py,sentinel.operator.credential_vault_models,953,44,63
sentinel-control/services/sentinel-core/sentinel/operator/credential_vault_replay.py,sentinel.operator.credential_vault_replay,87,1,4
sentinel-control/services/sentinel-core/sentinel/operator/daemon_models.py,sentinel.operator.daemon_models,673,22,33
sentinel-control/services/sentinel-core/sentinel/operator/daemon_replay.py,sentinel.operator.daemon_replay,26,1,2
sentinel-control/services/sentinel-core/sentinel/operator/daemon_runtime.py,sentinel.operator.daemon_runtime,538,2,18
sentinel-control/services/sentinel-core/sentinel/operator/daemon_store.py,sentinel.operator.daemon_store,385,2,21
sentinel-control/services/sentinel-core/sentinel/operator/decision_context.py,sentinel.operator.decision_context,813,1,28
sentinel-control/services/sentinel-core/sentinel/operator/desktop_sidecar.py,sentinel.operator.desktop_sidecar,868,3,37
sentinel-control/services/sentinel-core/sentinel/operator/desktop_sidecar_models.py,sentinel.operator.desktop_sidecar_models,913,50,48
sentinel-control/services/sentinel-core/sentinel/operator/desktop_sidecar_replay.py,sentinel.operator.desktop_sidecar_replay,75,1,4
sentinel-control/services/sentinel-core/sentinel/operator/deterministic.py,sentinel.operator.deterministic,61,1,2
sentinel-control/services/sentinel-core/sentinel/operator/financial_authority.py,sentinel.operator.financial_authority,783,3,34
sentinel-control/services/sentinel-core/sentinel/operator/financial_authority_models.py,sentinel.operator.financial_authority_models,1039,65,46
sentinel-control/services/sentinel-core/sentinel/operator/financial_authority_replay.py,sentinel.operator.financial_authority_replay,108,1,5
sentinel-control/services/sentinel-core/sentinel/operator/harness_models.py,sentinel.operator.harness_models,889,21,55
sentinel-control/services/sentinel-core/sentinel/operator/harness_replay.py,sentinel.operator.harness_replay,128,1,7
sentinel-control/services/sentinel-core/sentinel/operator/harness_runtime.py,sentinel.operator.harness_runtime,776,2,26
sentinel-control/services/sentinel-core/sentinel/operator/interactive_exploration_read_only.py,sentinel.operator.interactive_exploration_read_only,1717,10,45
sentinel-control/services/sentinel-core/sentinel/operator/kernel.py,sentinel.operator.kernel,220,2,13
sentinel-control/services/sentinel-core/sentinel/operator/legacy_classification.py,sentinel.operator.legacy_classification,27,2,0
sentinel-control/services/sentinel-core/sentinel/operator/live_desktop_backend.py,sentinel.operator.live_desktop_backend,814,4,41
sentinel-control/services/sentinel-core/sentinel/operator/live_desktop_backend_models.py,sentinel.operator.live_desktop_backend_models,574,32,32
sentinel-control/services/sentinel-core/sentinel/operator/live_desktop_backend_replay.py,sentinel.operator.live_desktop_backend_replay,80,1,4
sentinel-control/services/sentinel-core/sentinel/operator/llm_adapter.py,sentinel.operator.llm_adapter,231,3,7
sentinel-control/services/sentinel-core/sentinel/operator/llm_frame.py,sentinel.operator.llm_frame,182,1,5
sentinel-control/services/sentinel-core/sentinel/operator/loop_guard.py,sentinel.operator.loop_guard,68,3,5
sentinel-control/services/sentinel-core/sentinel/operator/mission_execution_coordinator.py,sentinel.operator.mission_execution_coordinator,227,3,10
sentinel-control/services/sentinel-core/sentinel/operator/mission_lifecycle_service.py,sentinel.operator.mission_lifecycle_service,479,5,19
sentinel-control/services/sentinel-core/sentinel/operator/model_client.py,sentinel.operator.model_client,282,1,12
sentinel-control/services/sentinel-core/sentinel/operator/model_decision_extractor.py,sentinel.operator.model_decision_extractor,314,3,15
sentinel-control/services/sentinel-core/sentinel/operator/model_led_task_loop.py,sentinel.operator.model_led_task_loop,680,6,30
sentinel-control/services/sentinel-core/sentinel/operator/model_router.py,sentinel.operator.model_router,1140,3,43
sentinel-control/services/sentinel-core/sentinel/operator/model_router_models.py,sentinel.operator.model_router_models,757,29,48
sentinel-control/services/sentinel-core/sentinel/operator/model_router_replay.py,sentinel.operator.model_router_replay,97,1,6
sentinel-control/services/sentinel-core/sentinel/operator/models.py,sentinel.operator.models,537,16,25
sentinel-control/services/sentinel-core/sentinel/operator/mutation_artifact_channel.py,sentinel.operator.mutation_artifact_channel,679,10,27
sentinel-control/services/sentinel-core/sentinel/operator/mutation_transport_micro_certification.py,sentinel.operator.mutation_transport_micro_certification,826,12,28
sentinel-control/services/sentinel-core/sentinel/operator/power_bridge.py,sentinel.operator.power_bridge,434,2,17
sentinel-control/services/sentinel-core/sentinel/operator/product_execution_binding.py,sentinel.operator.product_execution_binding,145,2,9
sentinel-control/services/sentinel-core/sentinel/operator/prompt_renderer.py,sentinel.operator.prompt_renderer,82,1,2
sentinel-control/services/sentinel-core/sentinel/operator/read_only_model_clients.py,sentinel.operator.read_only_model_clients,1209,2,45
sentinel-control/services/sentinel-core/sentinel/operator/read_only_operator_spine.py,sentinel.operator.read_only_operator_spine,2266,19,109
sentinel-control/services/sentinel-core/sentinel/operator/real_browser_control_models.py,sentinel.operator.real_browser_control_models,322,6,19
sentinel-control/services/sentinel-core/sentinel/operator/real_browser_control_replay.py,sentinel.operator.real_browser_control_replay,90,1,4
sentinel-control/services/sentinel-core/sentinel/operator/real_browser_control_runtime.py,sentinel.operator.real_browser_control_runtime,1091,7,75
sentinel-control/services/sentinel-core/sentinel/operator/real_model_certification.py,sentinel.operator.real_model_certification,4773,30,112
sentinel-control/services/sentinel-core/sentinel/operator/redaction.py,sentinel.operator.redaction,55,0,4
sentinel-control/services/sentinel-core/sentinel/operator/replan_guard.py,sentinel.operator.replan_guard,265,1,9
sentinel-control/services/sentinel-core/sentinel/operator/replay.py,sentinel.operator.replay,73,2,5
sentinel-control/services/sentinel-core/sentinel/operator/runtime_connections.py,sentinel.operator.runtime_connections,391,7,11
sentinel-control/services/sentinel-core/sentinel/operator/runtime_host.py,sentinel.operator.runtime_host,182,4,7
sentinel-control/services/sentinel-core/sentinel/operator/safety.py,sentinel.operator.safety,34,0,2
sentinel-control/services/sentinel-core/sentinel/operator/scheduler.py,sentinel.operator.scheduler,170,2,5
sentinel-control/services/sentinel-core/sentinel/operator/self_exploration_read_only.py,sentinel.operator.self_exploration_read_only,1521,16,71
sentinel-control/services/sentinel-core/sentinel/operator/skill_fabric.py,sentinel.operator.skill_fabric,646,2,23
sentinel-control/services/sentinel-core/sentinel/operator/skill_models.py,sentinel.operator.skill_models,1054,32,57
sentinel-control/services/sentinel-core/sentinel/operator/skill_replay.py,sentinel.operator.skill_replay,87,1,3
sentinel-control/services/sentinel-core/sentinel/operator/store.py,sentinel.operator.store,283,1,19
sentinel-control/services/sentinel-core/sentinel/operator/structured_output.py,sentinel.operator.structured_output,481,2,17
sentinel-control/services/sentinel-core/sentinel/operator/unified_execution_dispatcher.py,sentinel.operator.unified_execution_dispatcher,802,10,39
sentinel-control/services/sentinel-core/sentinel/operator/voice_models.py,sentinel.operator.voice_models,928,59,58
sentinel-control/services/sentinel-core/sentinel/operator/voice_replay.py,sentinel.operator.voice_replay,109,1,4
sentinel-control/services/sentinel-core/sentinel/operator/voice_runtime.py,sentinel.operator.voice_runtime,564,4,39
sentinel-control/services/sentinel-core/sentinel/operator/worker_fleet.py,sentinel.operator.worker_fleet,1009,2,37
sentinel-control/services/sentinel-core/sentinel/operator/worker_models.py,sentinel.operator.worker_models,565,21,26
sentinel-control/services/sentinel-core/sentinel/operator/worker_replay.py,sentinel.operator.worker_replay,62,1,4
sentinel-control/services/sentinel-core/sentinel/operator/workflow_models.py,sentinel.operator.workflow_models,757,17,33
sentinel-control/services/sentinel-core/sentinel/operator/workflow_replay.py,sentinel.operator.workflow_replay,39,1,2
sentinel-control/services/sentinel-core/sentinel/operator/workflow_runtime.py,sentinel.operator.workflow_runtime,611,1,16
sentinel-control/services/sentinel-core/sentinel/operator/workflow_store.py,sentinel.operator.workflow_store,557,2,23
sentinel-control/services/sentinel-core/sentinel/operator/workspace_patch_models.py,sentinel.operator.workspace_patch_models,308,6,15
sentinel-control/services/sentinel-core/sentinel/operator/workspace_patch_replay.py,sentinel.operator.workspace_patch_replay,77,1,4
sentinel-control/services/sentinel-core/sentinel/operator/workspace_patch_runtime.py,sentinel.operator.workspace_patch_runtime,395,4,18
sentinel-control/services/sentinel-core/sentinel/organs/__init__.py,sentinel.organs.__init__,483,0,0
sentinel-control/services/sentinel-core/sentinel/organs/authority.py,sentinel.organs.authority,154,2,4
sentinel-control/services/sentinel-core/sentinel/organs/browser/__init__.py,sentinel.organs.browser.__init__,95,0,0
sentinel-control/services/sentinel-core/sentinel/organs/browser/accessibility_snapshot.py,sentinel.organs.browser.accessibility_snapshot,216,4,11
sentinel-control/services/sentinel-core/sentinel/organs/browser/advanced_pool.py,sentinel.organs.browser.advanced_pool,252,6,6
sentinel-control/services/sentinel-core/sentinel/organs/browser/cdp_ax.py,sentinel.organs.browser.cdp_ax,178,4,6
sentinel-control/services/sentinel-core/sentinel/organs/browser/cloak_backend.py,sentinel.organs.browser.cloak_backend,307,6,17
sentinel-control/services/sentinel-core/sentinel/organs/browser/compliance_gate.py,sentinel.organs.browser.compliance_gate,37,2,1
sentinel-control/services/sentinel-core/sentinel/organs/browser/contract.py,sentinel.organs.browser.contract,96,0,1
sentinel-control/services/sentinel-core/sentinel/organs/browser/controlled_runner.py,sentinel.organs.browser.controlled_runner,872,1,8
sentinel-control/services/sentinel-core/sentinel/organs/browser/detection_bench.py,sentinel.organs.browser.detection_bench,34,3,2
sentinel-control/services/sentinel-core/sentinel/organs/browser/dom_snapshot.py,sentinel.organs.browser.dom_snapshot,183,4,6
sentinel-control/services/sentinel-core/sentinel/organs/browser/download_quarantine.py,sentinel.organs.browser.download_quarantine,456,5,11
sentinel-control/services/sentinel-core/sentinel/organs/browser/evidence_adapter.py,sentinel.organs.browser.evidence_adapter,556,2,13
sentinel-control/services/sentinel-core/sentinel/organs/browser/extraction.py,sentinel.organs.browser.extraction,252,4,16
sentinel-control/services/sentinel-core/sentinel/organs/browser/final_gate.py,sentinel.organs.browser.final_gate,1964,1,25
sentinel-control/services/sentinel-core/sentinel/organs/browser/fingerprint_risk.py,sentinel.organs.browser.fingerprint_risk,27,1,1
sentinel-control/services/sentinel-core/sentinel/organs/browser/form_submit.py,sentinel.organs.browser.form_submit,458,5,8
sentinel-control/services/sentinel-core/sentinel/organs/browser/interaction_dry_run.py,sentinel.organs.browser.interaction_dry_run,264,1,10
sentinel-control/services/sentinel-core/sentinel/organs/browser/interaction_execution.py,sentinel.organs.browser.interaction_execution,421,1,8
sentinel-control/services/sentinel-core/sentinel/organs/browser/live_fetch.py,sentinel.organs.browser.live_fetch,248,2,11
sentinel-control/services/sentinel-core/sentinel/organs/browser/misuse_classifier.py,sentinel.organs.browser.misuse_classifier,55,2,1
sentinel-control/services/sentinel-core/sentinel/organs/browser/models.py,sentinel.organs.browser.models,718,60,1
sentinel-control/services/sentinel-core/sentinel/organs/browser/multitab_operator.py,sentinel.organs.browser.multitab_operator,157,3,3
sentinel-control/services/sentinel-core/sentinel/organs/browser/navigation_l6.py,sentinel.organs.browser.navigation_l6,971,34,36
sentinel-control/services/sentinel-core/sentinel/organs/browser/observability.py,sentinel.organs.browser.observability,98,0,5
sentinel-control/services/sentinel-core/sentinel/organs/browser/operator_runtime.py,sentinel.organs.browser.operator_runtime,626,4,16
sentinel-control/services/sentinel-core/sentinel/organs/browser/pdf.py,sentinel.organs.browser.pdf,27,0,2
sentinel-control/services/sentinel-core/sentinel/organs/browser/playwright_interaction_backend.py,sentinel.organs.browser.playwright_interaction_backend,190,2,10
sentinel-control/services/sentinel-core/sentinel/organs/browser/playwright_renderer.py,sentinel.organs.browser.playwright_renderer,276,2,15
sentinel-control/services/sentinel-core/sentinel/organs/browser/power_governor.py,sentinel.organs.browser.power_governor,173,4,6
sentinel-control/services/sentinel-core/sentinel/organs/browser/public_lifecycle.py,sentinel.organs.browser.public_lifecycle,556,1,12
sentinel-control/services/sentinel-core/sentinel/organs/browser/receipt_wrapper.py,sentinel.organs.browser.receipt_wrapper,208,0,3
sentinel-control/services/sentinel-core/sentinel/organs/browser/receipts.py,sentinel.organs.browser.receipts,82,1,4
sentinel-control/services/sentinel-core/sentinel/organs/browser/reliability_profile.py,sentinel.organs.browser.reliability_profile,22,1,1
sentinel-control/services/sentinel-core/sentinel/organs/browser/rendered_snapshot.py,sentinel.organs.browser.rendered_snapshot,639,2,8
sentinel-control/services/sentinel-core/sentinel/organs/browser/screenshot.py,sentinel.organs.browser.screenshot,118,1,7
sentinel-control/services/sentinel-core/sentinel/organs/browser/session_policy.py,sentinel.organs.browser.session_policy,23,1,1
sentinel-control/services/sentinel-core/sentinel/organs/browser/supervisor.py,sentinel.organs.browser.supervisor,550,2,14
sentinel-control/services/sentinel-core/sentinel/organs/browser/ui_observation.py,sentinel.organs.browser.ui_observation,302,6,8
sentinel-control/services/sentinel-core/sentinel/organs/browser/upload_authorized.py,sentinel.organs.browser.upload_authorized,504,5,9
sentinel-control/services/sentinel-core/sentinel/organs/browser/url_guard.py,sentinel.organs.browser.url_guard,300,1,13
sentinel-control/services/sentinel-core/sentinel/organs/browser/v3_advanced_authorities.py,sentinel.organs.browser.v3_advanced_authorities,927,25,27
sentinel-control/services/sentinel-core/sentinel/organs/browser/v3_authority.py,sentinel.organs.browser.v3_authority,102,4,3
sentinel-control/services/sentinel-core/sentinel/organs/browser/verifier.py,sentinel.organs.browser.verifier,169,5,2
sentinel-control/services/sentinel-core/sentinel/organs/browser/visual_observation.py,sentinel.organs.browser.visual_observation,162,4,3
sentinel-control/services/sentinel-core/sentinel/organs/capability_frontier.py,sentinel.organs.capability_frontier,612,15,29
sentinel-control/services/sentinel-core/sentinel/organs/capital/__init__.py,sentinel.organs.capital.__init__,26,0,0
sentinel-control/services/sentinel-core/sentinel/organs/capital/sandbox.py,sentinel.organs.capital.sandbox,367,10,20
sentinel-control/services/sentinel-core/sentinel/organs/channels/__init__.py,sentinel.organs.channels.__init__,24,0,0
sentinel-control/services/sentinel-core/sentinel/organs/channels/compliance.py,sentinel.organs.channels.compliance,40,2,1
sentinel-control/services/sentinel-core/sentinel/organs/channels/contract.py,sentinel.organs.channels.contract,68,0,1
sentinel-control/services/sentinel-core/sentinel/organs/channels/draft.py,sentinel.organs.channels.draft,36,1,2
sentinel-control/services/sentinel-core/sentinel/organs/channels/inbound.py,sentinel.organs.channels.inbound,27,1,1
sentinel-control/services/sentinel-core/sentinel/organs/channels/outbound.py,sentinel.organs.channels.outbound,20,1,1
sentinel-control/services/sentinel-core/sentinel/organs/channels/rate_limit.py,sentinel.organs.channels.rate_limit,29,2,1
sentinel-control/services/sentinel-core/sentinel/organs/channels/receipts.py,sentinel.organs.channels.receipts,154,2,7
sentinel-control/services/sentinel-core/sentinel/organs/channels/send_gate.py,sentinel.organs.channels.send_gate,55,2,1
sentinel-control/services/sentinel-core/sentinel/organs/contracts.py,sentinel.organs.contracts,213,5,4
sentinel-control/services/sentinel-core/sentinel/organs/credentials/__init__.py,sentinel.organs.credentials.__init__,54,0,0
sentinel-control/services/sentinel-core/sentinel/organs/credentials/credential_ref.py,sentinel.organs.credentials.credential_ref,62,1,2
sentinel-control/services/sentinel-core/sentinel/organs/credentials/foundation.py,sentinel.organs.credentials.foundation,708,14,28
sentinel-control/services/sentinel-core/sentinel/organs/credentials/receipts.py,sentinel.organs.credentials.receipts,84,1,4
sentinel-control/services/sentinel-core/sentinel/organs/credentials/redaction.py,sentinel.organs.credentials.redaction,29,1,1
sentinel-control/services/sentinel-core/sentinel/organs/credentials/revocation.py,sentinel.organs.credentials.revocation,8,0,1
sentinel-control/services/sentinel-core/sentinel/organs/credentials/scoped_grant.py,sentinel.organs.credentials.scoped_grant,37,1,2
sentinel-control/services/sentinel-core/sentinel/organs/credentials/vault_policy.py,sentinel.organs.credentials.vault_policy,78,3,1
sentinel-control/services/sentinel-core/sentinel/organs/desktop/__init__.py,sentinel.organs.desktop.__init__,91,0,0
sentinel-control/services/sentinel-core/sentinel/organs/desktop/action_lifecycle.py,sentinel.organs.desktop.action_lifecycle,58,1,1
sentinel-control/services/sentinel-core/sentinel/organs/desktop/action_preview.py,sentinel.organs.desktop.action_preview,89,2,2
sentinel-control/services/sentinel-core/sentinel/organs/desktop/clipboard_sanitizer.py,sentinel.organs.desktop.clipboard_sanitizer,9,1,1
sentinel-control/services/sentinel-core/sentinel/organs/desktop/contract.py,sentinel.organs.desktop.contract,90,0,1
sentinel-control/services/sentinel-core/sentinel/organs/desktop/enrollment.py,sentinel.organs.desktop.enrollment,46,1,3
sentinel-control/services/sentinel-core/sentinel/organs/desktop/fake_sidecar.py,sentinel.organs.desktop.fake_sidecar,128,2,7
sentinel-control/services/sentinel-core/sentinel/organs/desktop/finalgate_adapter.py,sentinel.organs.desktop.finalgate_adapter,19,1,1
sentinel-control/services/sentinel-core/sentinel/organs/desktop/harvest.py,sentinel.organs.desktop.harvest,664,7,15
sentinel-control/services/sentinel-core/sentinel/organs/desktop/kill_switch.py,sentinel.organs.desktop.kill_switch,22,1,2
sentinel-control/services/sentinel-core/sentinel/organs/desktop/misuse_classifier.py,sentinel.organs.desktop.misuse_classifier,34,2,1
sentinel-control/services/sentinel-core/sentinel/organs/desktop/receipts.py,sentinel.organs.desktop.receipts,75,1,3
sentinel-control/services/sentinel-core/sentinel/organs/desktop/screen_sanitizer.py,sentinel.organs.desktop.screen_sanitizer,45,2,2
sentinel-control/services/sentinel-core/sentinel/organs/desktop/sidecar_manifest.py,sentinel.organs.desktop.sidecar_manifest,53,1,1
sentinel-control/services/sentinel-core/sentinel/organs/desktop/workspace_l6.py,sentinel.organs.desktop.workspace_l6,641,20,26
sentinel-control/services/sentinel-core/sentinel/organs/dry_run.py,sentinel.organs.dry_run,121,1,6
sentinel-control/services/sentinel-core/sentinel/organs/exceptions.py,sentinel.organs.exceptions,7,1,0
sentinel-control/services/sentinel-core/sentinel/organs/external_api/__init__.py,sentinel.organs.external_api.__init__,21,0,0
sentinel-control/services/sentinel-core/sentinel/organs/external_api/allowlist.py,sentinel.organs.external_api.allowlist,35,2,1
sentinel-control/services/sentinel-core/sentinel/organs/external_api/contract.py,sentinel.organs.external_api.contract,68,0,1
sentinel-control/services/sentinel-core/sentinel/organs/external_api/cost_estimator.py,sentinel.organs.external_api.cost_estimator,35,2,1
sentinel-control/services/sentinel-core/sentinel/organs/external_api/dry_run.py,sentinel.organs.external_api.dry_run,59,1,2
sentinel-control/services/sentinel-core/sentinel/organs/external_api/privacy_risk.py,sentinel.organs.external_api.privacy_risk,54,2,1
sentinel-control/services/sentinel-core/sentinel/organs/external_api/receipts.py,sentinel.organs.external_api.receipts,69,1,3
sentinel-control/services/sentinel-core/sentinel/organs/external_api/request_plan.py,sentinel.organs.external_api.request_plan,74,1,3
sentinel-control/services/sentinel-core/sentinel/organs/implementation_alignment.py,sentinel.organs.implementation_alignment,449,3,7
sentinel-control/services/sentinel-core/sentinel/organs/kill_switch.py,sentinel.organs.kill_switch,36,1,1
sentinel-control/services/sentinel-core/sentinel/organs/lanes.py,sentinel.organs.lanes,16,1,1
sentinel-control/services/sentinel-core/sentinel/organs/promotion_gate.py,sentinel.organs.promotion_gate,113,2,1
sentinel-control/services/sentinel-core/sentinel/organs/real_world_gauntlet.py,sentinel.organs.real_world_gauntlet,548,6,23
sentinel-control/services/sentinel-core/sentinel/organs/reality_activation.py,sentinel.organs.reality_activation,426,16,30
sentinel-control/services/sentinel-core/sentinel/organs/receipts.py,sentinel.organs.receipts,236,1,6
sentinel-control/services/sentinel-core/sentinel/organs/registry.py,sentinel.organs.registry,41,1,3
sentinel-control/services/sentinel-core/sentinel/organs/replay.py,sentinel.organs.replay,62,1,1
sentinel-control/services/sentinel-core/sentinel/organs/risk.py,sentinel.organs.risk,115,3,2
sentinel-control/services/sentinel-core/sentinel/organs/runtime_promotion.py,sentinel.organs.runtime_promotion,251,3,4
sentinel-control/services/sentinel-core/sentinel/organs/spend/__init__.py,sentinel.organs.spend.__init__,22,0,0
sentinel-control/services/sentinel-core/sentinel/organs/spend/runtime.py,sentinel.organs.spend.runtime,235,8,12
sentinel-control/services/sentinel-core/sentinel/organs/trading/__init__.py,sentinel.organs.trading.__init__,48,0,0
sentinel-control/services/sentinel-core/sentinel/organs/trading/special_authority.py,sentinel.organs.trading.special_authority,317,11,15
sentinel-control/services/sentinel-core/sentinel/organs/trading/tradingagents_harvest.py,sentinel.organs.trading.tradingagents_harvest,366,9,11
sentinel-control/services/sentinel-core/sentinel/organs/vendor_harvest.py,sentinel.organs.vendor_harvest,370,7,12
sentinel-control/services/sentinel-core/sentinel/perf/__init__.py,sentinel.perf.__init__,35,0,0
sentinel-control/services/sentinel-core/sentinel/perf/bench/__init__.py,sentinel.perf.bench.__init__,2,0,0
sentinel-control/services/sentinel-core/sentinel/perf/bench/golden_missions.py,sentinel.perf.bench.golden_missions,122,1,1
sentinel-control/services/sentinel-core/sentinel/perf/bench/golden_runners.py,sentinel.perf.bench.golden_runners,317,0,8
sentinel-control/services/sentinel-core/sentinel/perf/bench/harness.py,sentinel.perf.bench.harness,247,4,9
sentinel-control/services/sentinel-core/sentinel/perf/bench/hot_path_registry.py,sentinel.perf.bench.hot_path_registry,197,3,3
sentinel-control/services/sentinel-core/sentinel/perf/caches/__init__.py,sentinel.perf.caches.__init__,26,0,0
sentinel-control/services/sentinel-core/sentinel/perf/caches/context_build_cache.py,sentinel.perf.caches.context_build_cache,447,1,13
sentinel-control/services/sentinel-core/sentinel/perf/caches/context_cache_key.py,sentinel.perf.caches.context_cache_key,580,6,15
sentinel-control/services/sentinel-core/sentinel/perf/caches/llm_decision_frame_cache.py,sentinel.perf.caches.llm_decision_frame_cache,469,1,12
sentinel-control/services/sentinel-core/sentinel/perf/caches/model_call_optimizer.py,sentinel.perf.caches.model_call_optimizer,495,2,11
sentinel-control/services/sentinel-core/sentinel/perf/caches/prompt_frame_cache.py,sentinel.perf.caches.prompt_frame_cache,508,1,17
sentinel-control/services/sentinel-core/sentinel/perf/caches/token_budget_governor.py,sentinel.perf.caches.token_budget_governor,709,2,16
sentinel-control/services/sentinel-core/sentinel/perf/hot_cold/__init__.py,sentinel.perf.hot_cold.__init__,2,0,0
